Student_ID,Gender,Age,Grade_Level,Attendance,Study_Hours_Per_Day,Previous_GPA,Midterm_Score,Assignment_Score,Quiz_Score,Final_Exam_Score,Class_Participation,Extracurricular,Internet_Access,Parent_Education,Family_Income,Sleep_Hours,Screen_Time,Stress_Level,Teacher_Feedback,Absences,Final_Result,Performance
3996,Male,18,12,78,3.8,3.75,100,49,82,77,Low,Yes,Yes,High School,Medium,8.8,3.3,Low,Poor,11,Pass,Good
3997,Female,18,College-1,83,5.6,2.82,100,72,83,93,Medium,Yes,Yes,High School,Low,7.0,5.1,Medium,Excellent,10,Pass,Excellent
3998,Female,17,10,64,6.5,3.21,100,67,91,90,High,Yes,No,Graduate,Medium,5.8,2.4,Medium,Average,14,Pass,Excellent
3999,Male,20,9,95,2.2,3.92,100,59,81,81,Medium,No,No,High School,Low,7.4,5.2,High,Poor,7,Pass,Good
4000,Male,17,10,80,5.5,2.26,96,75,81,91,Low,Yes,Yes,Postgraduate,High,5.7,2.8,Medium,Poor,10,Pass,Excellent
4001,Male,21,9,92,2.6,2.28,89,66,84,83,Low,No,Yes,High School,Medium,7.4,5.6,Low,Poor,7,Pass,Good
4002,Female,20,10,98,6.9,3.62,100,91,100,99,Low,Yes,No,High School,High,5.8,7.2,High,Excellent,6,Pass,Excellent
4003,Male,15,College-2,80,2.4,2.23,85,52,75,72,Medium,Yes,No,Postgraduate,Low,6.3,3.1,Medium,Good,10,Pass,Good
4004,Male,16,12,61,6.2,3.91,100,64,76,86,Medium,No,No,Postgraduate,Low,7.0,1.4,High,Excellent,15,Pass,Excellent
4005,Male,18,12,99,3.2,3.78,100,58,72,83,Low,No,No,High School,Low,5.4,7.0,Medium,Average,6,Pass,Good
4006,Male,18,12,81,4.3,3.19,99,59,84,82,High,No,No,High School,Medium,4.7,7.6,High,Excellent,10,Pass,Good
4007,Female,15,11,59,5.1,2.15,74,62,71,69,Medium,No,No,Postgraduate,Medium,5.5,5.2,Low,Average,16,Pass,Average
4008,Male,18,10,85,1.6,3.63,100,49,66,69,High,No,Yes,High School,Medium,8.5,1.7,Low,Excellent,9,Pass,Average
4009,Female,18,9,59,2.4,2.8,76,45,57,56,High,No,No,High School,High,7.6,6.3,High,Poor,16,Pass,Average
4010,Female,19,10,83,4.0,3.86,100,69,84,81,Low,No,Yes,Postgraduate,Medium,6.2,5.2,High,Poor,10,Pass,Good
4011,Female,19,11,87,6.8,2.29,100,72,91,94,High,Yes,Yes,Graduate,Low,8.4,6.6,Low,Good,9,Pass,Excellent
4012,Female,17,College-1,69,3.4,3.22,91,43,66,65,Medium,No,No,Postgraduate,Medium,8.4,7.4,Medium,Poor,13,Pass,Average
4013,Male,22,College-1,100,4.4,3.49,100,65,74,82,Low,No,No,Graduate,Low,5.9,5.9,Low,Excellent,5,Pass,Good
4014,Male,22,12,69,4.3,3.77,100,50,68,78,Medium,No,No,Graduate,Medium,5.1,1.5,Medium,Poor,13,Pass,Good
4015,Female,21,12,94,2.4,2.54,92,61,73,77,High,Yes,No,Postgraduate,Medium,5.5,3.1,Low,Average,7,Pass,Good
4016,Female,20,9,50,6.9,2.99,100,64,82,88,Medium,Yes,No,High School,High,8.8,7.9,High,Poor,18,Pass,Excellent
4017,Male,18,12,55,3.4,3.59,100,53,72,70,Low,No,Yes,Postgraduate,Medium,6.2,3.4,Medium,Excellent,17,Pass,Good
4018,Female,17,College-2,80,7.4,2.47,100,68,80,87,Medium,Yes,Yes,Graduate,Low,5.5,2.4,Low,Good,10,Pass,Excellent
4019,Male,15,9,97,7.8,2.9,100,79,90,100,Low,Yes,No,Graduate,Medium,5.4,6.9,Low,Excellent,6,Pass,Excellent
4020,Male,20,11,84,3.2,3.54,100,62,86,85,High,No,No,High School,High,7.5,4.2,Medium,Poor,9,Pass,Excellent
4021,Female,21,College-2,50,4.6,3.7,100,43,71,76,Medium,No,No,Postgraduate,Low,4.8,1.4,High,Excellent,18,Pass,Good
4022,Male,22,College-2,98,8.0,3.03,100,86,91,100,Medium,No,No,High School,Low,5.8,2.4,Low,Poor,6,Pass,Excellent
4023,Female,16,10,80,4.1,2.47,93,58,69,77,Medium,No,No,Postgraduate,High,5.4,3.6,High,Poor,10,Pass,Good
4024,Male,17,9,61,4.2,3.69,100,51,72,74,High,No,No,Graduate,Medium,5.1,5.3,High,Excellent,15,Pass,Good
4025,Male,15,College-1,81,7.1,2.71,100,80,83,96,Medium,Yes,Yes,Graduate,Low,4.8,3.0,Low,Excellent,10,Pass,Excellent
4026,Female,17,12,62,4.8,3.06,93,48,73,75,High,Yes,Yes,Postgraduate,Medium,4.8,1.6,Medium,Poor,15,Pass,Good
4027,Female,16,College-1,82,4.7,3.32,100,56,82,85,Medium,No,No,Graduate,Medium,5.4,4.9,High,Poor,10,Pass,Excellent
4028,Female,21,College-2,96,3.5,3.33,100,72,84,86,High,No,Yes,Postgraduate,High,7.1,2.7,Low,Average,6,Pass,Excellent
4029,Male,17,12,70,3.6,2.69,95,60,81,79,High,No,No,Graduate,High,7.6,1.8,Medium,Excellent,13,Pass,Good
4030,Male,20,College-2,94,4.2,3.46,100,69,88,84,High,No,No,Graduate,Low,5.4,5.8,Low,Excellent,7,Pass,Good
4031,Male,15,11,63,7.9,2.95,100,69,92,95,Low,Yes,No,High School,High,7.4,3.1,High,Excellent,15,Pass,Excellent
4032,Female,22,College-1,69,1.9,3.77,100,51,74,71,High,Yes,Yes,Graduate,Low,4.5,2.0,Medium,Average,13,Pass,Good
4033,Female,22,9,96,7.8,3.83,100,91,99,100,Medium,Yes,No,High School,High,5.6,7.4,Low,Excellent,6,Pass,Excellent
4034,Female,15,12,96,5.6,2.2,100,83,84,93,High,Yes,Yes,High School,Low,5.3,3.8,High,Average,6,Pass,Excellent
4035,Male,16,9,77,4.4,2.68,93,51,66,71,Low,Yes,Yes,Postgraduate,Low,8.7,3.8,Medium,Average,11,Pass,Good
4036,Male,22,10,61,1.8,2.59,89,35,61,56,Low,No,Yes,Postgraduate,High,5.6,1.5,Medium,Excellent,15,Pass,Average
4037,Male,21,12,65,3.2,3.56,100,51,71,74,Low,Yes,No,Graduate,Low,6.5,2.3,High,Excellent,14,Pass,Good
4038,Male,18,College-2,77,2.4,2.17,70,56,55,65,Medium,Yes,No,High School,High,6.8,5.4,High,Average,11,Pass,Average
4039,Male,18,College-1,54,3.0,3.73,100,35,64,67,Low,No,No,Postgraduate,Medium,6.6,2.7,High,Excellent,17,Pass,Average
4040,Female,17,11,72,6.7,2.67,100,75,89,87,Low,No,No,Postgraduate,Low,7.6,5.8,Low,Average,12,Pass,Excellent
4041,Male,18,11,58,7.1,3.85,100,72,78,88,Medium,No,No,High School,High,7.9,4.2,Low,Poor,16,Pass,Excellent
4042,Female,15,College-1,71,5.7,2.67,96,60,74,79,Low,Yes,Yes,Postgraduate,Low,5.5,5.0,High,Good,13,Pass,Good
4043,Male,21,12,91,6.5,2.6,100,69,83,95,High,Yes,Yes,Graduate,Medium,7.3,5.5,High,Poor,8,Pass,Excellent
4044,Male,21,12,74,5.4,2.13,79,69,75,74,Low,Yes,No,High School,Medium,4.6,3.4,High,Excellent,12,Pass,Good
4045,Female,15,12,81,2.0,3.98,100,57,83,76,Low,No,Yes,High School,High,8.0,3.4,Low,Average,10,Pass,Good
4046,Female,17,College-2,56,3.8,3.77,100,52,79,76,High,Yes,No,Graduate,Medium,8.6,4.5,High,Poor,16,Pass,Good
4047,Male,20,10,79,2.6,2.79,91,54,75,75,High,Yes,Yes,Graduate,Low,6.1,6.8,Low,Poor,11,Pass,Good
4048,Male,20,9,67,5.4,3.65,100,53,68,82,Low,No,Yes,Graduate,Medium,8.7,7.5,Medium,Average,14,Pass,Good
4049,Female,16,11,78,1.7,2.26,66,48,56,56,Medium,Yes,Yes,Postgraduate,Medium,8.6,3.5,Medium,Average,11,Pass,Average
4050,Female,21,11,66,6.6,2.65,100,59,81,82,Low,No,No,Postgraduate,Medium,9.0,2.0,Medium,Average,14,Pass,Good
4051,Female,19,9,97,1.8,2.37,90,64,85,78,High,No,Yes,Graduate,Low,6.3,6.6,High,Good,6,Pass,Good
4052,Female,18,College-2,58,4.6,2.02,83,47,63,70,High,Yes,Yes,Graduate,Low,5.1,7.4,Low,Poor,16,Pass,Good
4053,Female,15,College-1,91,1.9,3.7,100,45,73,76,Medium,Yes,No,High School,Medium,8.8,6.3,Medium,Excellent,8,Pass,Good
4054,Male,21,9,92,1.0,3.32,100,61,73,74,Low,Yes,Yes,High School,Medium,7.1,4.1,High,Poor,7,Pass,Good
4055,Male,18,College-1,77,5.5,3.22,100,64,78,87,Medium,No,No,Graduate,Low,6.3,7.6,Low,Excellent,11,Pass,Excellent
4056,Male,19,College-1,86,6.1,3.45,100,65,76,84,Medium,No,Yes,Graduate,Low,8.8,3.1,Medium,Poor,9,Pass,Good
4057,Male,16,College-2,66,3.3,3.8,100,45,66,72,High,Yes,No,Graduate,Low,4.8,5.7,Medium,Poor,14,Pass,Good
4058,Female,20,9,73,3.8,3.85,100,58,72,75,Medium,No,Yes,Postgraduate,Medium,5.0,7.9,Medium,Poor,12,Pass,Good
4059,Male,22,10,53,3.4,3.43,100,44,67,72,High,No,Yes,Postgraduate,High,7.9,6.2,High,Poor,17,Pass,Good
4060,Male,17,11,57,6.9,3.53,100,68,81,86,High,No,No,Graduate,High,8.7,4.0,High,Good,16,Pass,Excellent
4061,Female,20,College-1,89,1.8,3.83,100,61,78,79,Low,Yes,Yes,Postgraduate,Medium,8.8,2.5,Low,Excellent,8,Pass,Good
4062,Female,21,College-1,87,2.8,2.86,100,51,72,76,Low,No,Yes,Graduate,Medium,7.9,6.4,High,Excellent,9,Pass,Good
4063,Female,17,9,72,6.9,3.49,100,66,88,86,Low,No,Yes,Graduate,Low,4.8,1.7,High,Good,12,Pass,Excellent
4064,Female,22,12,95,5.1,3.9,100,67,84,88,High,No,No,High School,Low,8.7,4.3,High,Good,7,Pass,Excellent
4065,Male,19,11,83,5.1,2.45,91,76,88,91,Medium,Yes,No,Postgraduate,High,5.6,2.4,High,Excellent,10,Pass,Excellent
4066,Male,19,9,81,5.6,3.26,100,77,91,89,High,No,No,Graduate,Low,4.8,2.8,High,Good,10,Pass,Excellent
4067,Male,17,10,56,6.8,3.64,100,59,82,86,Medium,No,No,High School,High,5.1,3.7,High,Poor,16,Pass,Excellent
4068,Female,16,12,70,6.5,2.56,96,61,83,87,Medium,Yes,No,Graduate,High,5.3,4.6,Low,Average,13,Pass,Excellent
4069,Male,15,College-2,78,6.0,3.6,100,69,84,85,Medium,No,Yes,Postgraduate,Low,7.2,1.7,High,Average,11,Pass,Excellent
4070,Female,15,College-1,86,3.9,3.47,100,59,78,80,Medium,No,Yes,Postgraduate,Low,5.1,6.7,Medium,Poor,9,Pass,Good
4071,Female,22,10,92,2.1,3.85,100,53,71,80,Medium,No,Yes,Graduate,Medium,8.1,4.8,High,Good,7,Pass,Good
4072,Female,18,10,84,7.5,3.69,100,85,88,100,High,Yes,Yes,Graduate,Medium,8.9,6.1,Low,Poor,9,Pass,Excellent
4073,Female,22,10,98,4.2,3.64,100,75,87,91,Medium,Yes,No,Graduate,High,6.6,5.8,Low,Good,6,Pass,Excellent
4074,Male,21,11,51,5.9,2.66,84,63,76,76,Medium,Yes,No,Postgraduate,High,6.0,1.4,Medium,Excellent,18,Pass,Good
4075,Female,18,10,71,2.3,3.26,94,42,69,67,Low,Yes,No,High School,Low,5.7,4.4,High,Average,13,Pass,Average
4076,Female,20,College-2,59,7.6,2.54,97,63,80,82,High,Yes,Yes,Graduate,Medium,8.3,1.8,High,Average,16,Pass,Good
4077,Male,18,College-1,72,4.6,3.16,100,62,88,80,High,Yes,Yes,Postgraduate,High,8.3,3.4,Low,Poor,12,Pass,Good
4078,Male,18,11,89,3.9,2.79,97,68,84,80,Medium,No,Yes,Postgraduate,High,7.7,6.4,High,Average,8,Pass,Good
4079,Female,22,10,82,2.2,3.86,100,60,87,77,Low,No,Yes,Postgraduate,High,6.5,8.0,Medium,Poor,10,Pass,Good
4080,Male,21,College-2,78,6.8,2.86,100,64,82,86,Low,Yes,Yes,High School,Medium,4.7,2.0,Medium,Excellent,11,Pass,Excellent
4081,Female,22,10,54,1.9,3.72,94,35,61,57,Low,No,Yes,Postgraduate,High,5.7,5.1,High,Good,17,Pass,Average
4082,Male,17,9,86,7.7,3.35,100,74,89,91,Low,Yes,Yes,Graduate,High,7.4,7.4,High,Average,9,Pass,Excellent
4083,Male,15,9,56,5.7,3.14,100,48,70,76,High,No,Yes,Graduate,High,7.8,4.8,High,Excellent,16,Pass,Good
4084,Male,16,12,100,2.6,2.82,100,57,85,83,High,No,No,Graduate,Medium,8.0,4.6,Low,Average,5,Pass,Good
4085,Female,21,College-1,93,2.8,3.48,100,63,73,78,Low,No,No,Postgraduate,Low,6.1,6.2,High,Good,7,Pass,Good
4086,Male,18,College-2,93,2.1,3.27,100,60,76,81,High,No,No,Graduate,Low,6.5,4.3,High,Good,7,Pass,Good
4087,Female,22,College-2,67,3.9,2.91,93,43,74,69,Medium,Yes,Yes,High School,High,7.5,2.3,High,Good,14,Pass,Average
4088,Female,15,12,79,6.6,2.77,100,73,84,90,Low,Yes,No,High School,High,8.4,4.0,Medium,Excellent,11,Pass,Excellent
4089,Female,16,College-1,74,3.5,3.35,100,49,71,75,Low,Yes,Yes,Postgraduate,Medium,5.2,1.2,High,Average,12,Pass,Good
4090,Female,15,9,79,1.7,2.63,90,43,70,71,High,No,No,High School,Medium,8.6,6.0,High,Excellent,11,Pass,Good
4091,Female,22,11,71,6.4,2.15,96,57,81,81,High,Yes,Yes,High School,High,8.8,2.1,High,Poor,13,Pass,Good
4092,Male,18,12,75,2.4,3.72,100,47,69,70,Low,Yes,Yes,Graduate,Medium,7.5,6.5,High,Excellent,12,Pass,Good
4093,Female,22,12,73,4.2,3.66,100,63,81,85,Low,Yes,Yes,High School,Medium,6.6,4.8,Medium,Poor,12,Pass,Excellent
4094,Male,16,11,100,7.0,2.85,100,77,93,97,Medium,Yes,No,Postgraduate,High,5.8,1.5,High,Poor,5,Pass,Excellent
4095,Male,22,College-1,59,5.1,2.4,81,49,73,74,High,Yes,Yes,High School,Medium,8.6,4.0,Medium,Average,16,Pass,Good
4096,Female,16,College-1,97,6.8,3.82,100,85,96,96,Medium,No,Yes,Graduate,Medium,8.7,4.0,Medium,Poor,6,Pass,Excellent
4097,Male,18,College-1,65,7.1,2.96,100,77,82,90,Medium,No,Yes,Graduate,Low,8.4,7.4,Low,Average,14,Pass,Excellent
4098,Male,20,9,63,6.8,2.07,81,64,77,75,Low,Yes,No,High School,Low,7.9,7.1,Low,Average,15,Pass,Good
4099,Female,22,College-2,68,6.1,2.08,83,68,75,78,Medium,No,Yes,Postgraduate,Medium,7.3,2.7,Low,Poor,13,Pass,Good
4100,Female,20,College-1,86,7.8,3.57,100,88,91,96,Medium,No,Yes,High School,Medium,6.7,7.9,High,Poor,9,Pass,Excellent
4101,Male,18,12,55,7.8,2.93,100,66,90,87,Low,Yes,Yes,Graduate,Low,5.2,5.6,Medium,Poor,17,Pass,Excellent
4102,Female,21,9,85,4.2,3.06,98,67,75,84,Low,No,Yes,Graduate,Low,5.0,3.2,High,Poor,9,Pass,Good
4103,Female,17,College-2,77,5.1,3.4,100,62,83,83,High,No,Yes,Graduate,Medium,5.7,2.7,High,Excellent,11,Pass,Good
4104,Male,19,College-1,72,6.3,3.11,100,77,84,94,Low,Yes,Yes,Graduate,High,8.1,6.9,Low,Good,12,Pass,Excellent
4105,Male,16,9,93,5.0,3.07,100,61,84,85,Medium,No,No,Postgraduate,Medium,8.4,5.2,Medium,Poor,7,Pass,Excellent
4106,Female,21,College-2,55,3.4,2.73,94,37,58,68,Low,No,No,Postgraduate,Medium,8.6,2.7,Medium,Average,17,Pass,Average
4107,Female,18,College-2,90,1.7,3.08,95,49,65,75,High,Yes,No,Postgraduate,Low,8.8,1.1,Low,Excellent,8,Pass,Good
4108,Male,16,12,87,5.9,3.24,100,79,95,96,Low,Yes,Yes,Graduate,Medium,5.0,5.2,Low,Excellent,9,Pass,Excellent
4109,Male,18,11,84,1.3,2.2,70,48,66,64,High,No,Yes,Graduate,Low,5.7,4.4,Low,Poor,9,Pass,Average
4110,Female,15,9,53,5.6,3.32,98,64,76,76,High,No,Yes,Postgraduate,High,6.1,3.3,Medium,Average,17,Pass,Good
4111,Male,17,College-2,64,1.9,3.61,100,37,68,69,Low,Yes,No,High School,Low,6.1,2.9,Low,Good,14,Pass,Average
4112,Male,17,12,82,5.6,2.03,89,79,78,87,Medium,Yes,No,Postgraduate,High,8.6,2.7,High,Excellent,10,Pass,Excellent
4113,Male,15,College-2,91,2.8,2.46,97,69,91,87,Medium,Yes,No,Graduate,Medium,6.7,5.6,Medium,Good,8,Pass,Excellent
4114,Female,18,12,71,2.4,3.3,96,48,78,68,Low,Yes,Yes,Postgraduate,High,8.7,3.0,Low,Average,13,Pass,Average
4115,Male,20,9,62,6.2,2.78,100,62,73,80,Low,Yes,No,High School,Low,6.3,1.6,Medium,Average,15,Pass,Good
4116,Male,20,10,96,5.6,3.68,100,80,89,92,Low,Yes,No,Postgraduate,High,6.7,6.3,Low,Excellent,6,Pass,Excellent
4117,Male,22,9,100,7.1,2.37,99,87,89,96,Low,Yes,No,Postgraduate,Low,5.3,6.8,Low,Excellent,5,Pass,Excellent
4118,Female,20,12,71,1.6,2.37,73,52,62,64,Medium,No,No,Graduate,High,8.5,1.0,Medium,Poor,13,Pass,Average
4119,Female,19,10,98,6.8,2.08,92,91,87,92,High,Yes,Yes,High School,High,4.8,7.1,Medium,Average,6,Pass,Excellent
4120,Male,20,12,63,1.9,2.46,68,35,44,50,Low,Yes,Yes,High School,High,8.0,7.1,Low,Poor,15,Pass,Poor
4121,Male,15,College-2,87,3.4,2.05,70,64,70,72,Low,No,No,Graduate,High,6.8,5.5,Low,Poor,9,Pass,Good
4122,Female,19,11,82,7.9,2.45,100,73,86,95,Low,No,Yes,High School,Medium,4.5,5.9,Low,Good,10,Pass,Excellent
4123,Male,20,10,89,3.9,2.03,90,69,83,83,Medium,Yes,No,Graduate,Medium,8.7,3.9,Medium,Poor,8,Pass,Good
4124,Male,19,10,64,7.6,2.02,95,71,87,89,Low,No,Yes,High School,Low,4.9,2.0,High,Excellent,14,Pass,Excellent
4125,Female,17,College-1,94,4.9,2.48,93,75,79,82,Medium,Yes,No,Graduate,High,5.2,5.3,Low,Poor,7,Pass,Good
4126,Female,19,College-1,61,5.6,2.3,79,49,65,72,High,No,Yes,Graduate,Medium,8.0,2.0,High,Excellent,15,Pass,Good
4127,Male,18,College-1,66,4.8,3.74,100,50,83,76,Medium,Yes,No,High School,Low,6.6,1.2,High,Good,14,Pass,Good
4128,Male,18,11,89,2.9,2.82,100,50,80,74,High,No,Yes,Postgraduate,High,5.1,6.6,Medium,Average,8,Pass,Good
4129,Female,22,College-2,59,2.9,3.91,100,45,77,75,Medium,Yes,Yes,Graduate,High,5.8,6.4,Medium,Poor,16,Pass,Good
4130,Female,19,11,80,1.9,2.59,93,44,74,74,Medium,Yes,No,High School,Medium,5.8,5.8,Low,Excellent,10,Pass,Good
4131,Male,16,College-2,53,3.9,3.0,84,49,73,68,Low,No,Yes,High School,High,6.8,7.6,High,Excellent,17,Pass,Average
4132,Male,17,10,90,1.4,3.51,98,42,75,72,Low,No,No,Postgraduate,High,7.8,7.4,High,Poor,8,Pass,Good
4133,Female,19,9,53,6.4,2.2,93,57,76,76,High,Yes,Yes,Graduate,High,6.9,6.9,Low,Average,17,Pass,Good
4134,Female,17,College-2,88,3.9,3.24,100,70,82,88,High,No,Yes,Postgraduate,Low,8.8,4.0,High,Excellent,8,Pass,Excellent
4135,Female,22,12,77,4.1,3.79,100,62,88,82,High,No,No,Postgraduate,High,8.3,2.5,Medium,Average,11,Pass,Good
4136,Female,17,11,78,4.9,2.7,100,67,78,87,High,Yes,No,High School,Medium,8.2,5.6,Low,Average,11,Pass,Excellent
4137,Female,16,10,80,5.4,2.89,100,71,83,90,Medium,Yes,No,Postgraduate,High,8.3,2.8,High,Average,10,Pass,Excellent
4138,Female,19,College-2,75,3.2,2.09,87,48,63,72,High,No,No,High School,High,6.7,3.7,Medium,Poor,12,Pass,Good
4139,Female,16,11,91,2.7,3.2,96,53,73,79,Low,Yes,No,Postgraduate,Low,8.0,3.0,Medium,Good,8,Pass,Good
4140,Male,15,College-1,99,3.4,2.5,92,62,73,78,High,No,Yes,High School,Medium,8.0,6.6,Low,Poor,6,Pass,Good
4141,Female,17,College-1,62,2.8,2.61,93,39,64,65,Low,No,Yes,Graduate,Low,8.0,3.5,Medium,Poor,15,Pass,Average
4142,Male,21,College-1,78,4.4,3.2,100,63,82,85,Low,No,Yes,High School,Low,7.8,1.5,Medium,Average,11,Pass,Excellent
4143,Female,15,9,61,2.6,3.31,100,37,62,70,Medium,Yes,No,Graduate,High,4.8,4.2,Medium,Poor,15,Pass,Good
4144,Male,22,9,89,1.2,2.24,71,41,57,62,High,No,Yes,High School,Medium,5.2,4.3,Low,Poor,8,Pass,Average
4145,Male,20,College-2,55,6.3,3.66,100,64,90,83,Medium,Yes,No,Graduate,Low,7.2,6.3,Medium,Excellent,17,Pass,Good
4146,Male,21,10,67,7.9,3.29,100,73,90,91,High,No,Yes,Graduate,High,6.2,5.7,High,Excellent,14,Pass,Excellent
4147,Female,18,11,69,5.2,3.06,100,52,70,79,Medium,Yes,Yes,High School,Low,7.0,6.6,Low,Poor,13,Pass,Good
4148,Male,15,11,94,2.0,2.87,93,57,76,73,High,No,Yes,High School,Low,8.7,6.2,Low,Average,7,Pass,Good
4149,Female,21,12,64,6.8,2.14,96,66,73,85,Low,No,No,Graduate,Low,7.1,1.8,High,Average,14,Pass,Excellent
4150,Female,17,12,98,1.2,2.85,100,47,74,78,Low,Yes,No,Graduate,Low,7.9,4.4,High,Excellent,6,Pass,Good
4151,Female,19,11,63,3.4,3.11,97,41,75,71,Low,Yes,Yes,Graduate,High,6.7,1.3,High,Average,15,Pass,Good
4152,Male,21,9,96,2.7,2.78,99,57,77,76,Medium,No,Yes,Graduate,Low,7.5,3.4,High,Poor,6,Pass,Good
4153,Female,16,11,53,1.1,3.89,100,35,59,58,Low,No,No,Postgraduate,Medium,5.5,1.0,Low,Excellent,17,Pass,Average
4154,Male,15,9,88,1.4,3.71,100,45,67,75,High,Yes,Yes,Graduate,High,8.7,2.7,High,Average,8,Pass,Good
4155,Male,18,College-2,57,5.8,3.15,100,66,83,81,Medium,No,No,Postgraduate,Low,7.0,7.2,High,Excellent,16,Pass,Good
4156,Male,17,10,90,1.8,3.79,100,48,70,75,Medium,Yes,No,Graduate,Medium,7.3,1.2,High,Excellent,8,Pass,Good
4157,Female,17,9,58,4.3,3.51,100,40,64,67,Medium,No,No,Graduate,Medium,4.7,5.3,Medium,Excellent,16,Pass,Average
4158,Female,18,College-1,96,6.4,3.01,100,76,80,89,Medium,Yes,Yes,High School,Medium,6.6,7.4,High,Excellent,6,Pass,Excellent
4159,Male,21,12,63,1.9,3.08,93,42,73,66,High,Yes,No,Postgraduate,Low,6.0,4.6,High,Excellent,15,Pass,Average
4160,Male,15,9,72,1.1,3.44,97,51,67,69,Medium,Yes,Yes,Graduate,Low,5.5,1.5,Low,Good,12,Pass,Average
4161,Female,20,12,94,4.7,3.38,100,80,91,94,Low,No,Yes,Postgraduate,Medium,6.2,2.3,High,Good,7,Pass,Excellent
4162,Female,16,College-2,63,7.2,2.06,95,63,76,83,Medium,No,Yes,Postgraduate,Medium,8.4,4.2,Low,Good,15,Pass,Good
4163,Female,15,11,93,6.1,3.51,100,68,84,92,High,Yes,Yes,Postgraduate,Low,7.9,5.2,High,Good,7,Pass,Excellent
4164,Female,20,12,96,6.6,3.49,100,78,86,95,High,No,Yes,Graduate,High,7.1,1.6,Low,Good,6,Pass,Excellent
4165,Male,16,9,87,3.5,3.11,100,61,76,82,Medium,Yes,No,Postgraduate,Medium,4.8,7.6,Low,Poor,9,Pass,Good
4166,Female,15,College-2,93,1.3,3.19,90,49,66,68,Medium,No,Yes,Graduate,High,7.7,2.6,Low,Average,7,Pass,Average
4167,Female,20,12,67,6.3,3.76,100,65,90,83,Low,Yes,No,Graduate,Low,8.1,1.1,High,Excellent,14,Pass,Good
4168,Male,20,10,50,4.8,3.33,99,50,69,74,High,No,No,Graduate,High,6.1,1.9,Low,Excellent,18,Pass,Good
4169,Female,18,12,60,7.6,3.4,100,75,95,93,Low,Yes,Yes,Graduate,High,6.6,2.7,Low,Excellent,15,Pass,Excellent
4170,Female,15,11,80,7.8,3.58,100,72,87,94,Low,Yes,No,Graduate,Low,6.6,6.0,High,Poor,10,Pass,Excellent
4171,Female,18,9,53,7.0,3.86,100,67,79,84,Low,Yes,Yes,High School,Low,5.3,6.6,Low,Excellent,17,Pass,Good
4172,Female,15,9,98,6.8,2.08,98,93,94,100,Medium,No,No,Postgraduate,High,8.7,3.4,Medium,Poor,6,Pass,Excellent
4173,Female,16,9,95,3.9,2.46,98,59,82,82,Low,Yes,No,Graduate,Medium,4.6,7.3,Medium,Poor,7,Pass,Good
4174,Male,20,9,86,6.7,3.62,100,78,83,92,Low,Yes,No,Graduate,High,7.5,2.2,High,Excellent,9,Pass,Excellent
4175,Male,20,9,86,3.2,3.28,97,49,77,78,Low,No,No,Graduate,High,8.3,3.1,Low,Excellent,9,Pass,Good
4176,Male,19,College-2,93,3.0,3.96,100,57,77,78,Medium,No,Yes,Graduate,High,7.0,5.2,High,Poor,7,Pass,Good
4177,Male,16,College-2,76,4.0,2.76,95,52,80,78,Low,Yes,No,Postgraduate,High,7.8,4.5,Low,Average,11,Pass,Good
4178,Female,20,9,55,4.6,2.02,79,44,62,64,Medium,No,Yes,High School,Medium,7.2,4.1,Low,Average,17,Pass,Average
4179,Male,17,College-2,66,1.2,2.95,86,36,56,57,Medium,No,Yes,Postgraduate,Low,6.9,3.0,High,Poor,14,Pass,Average
4180,Male,15,College-1,86,1.7,2.63,84,58,63,66,High,No,Yes,Postgraduate,Medium,7.8,3.5,High,Good,9,Pass,Average
4181,Male,15,10,82,7.6,2.31,92,88,88,96,Low,No,Yes,High School,Low,8.2,1.4,Medium,Average,10,Pass,Excellent
4182,Female,22,11,100,6.7,2.32,95,79,87,91,Low,Yes,Yes,Graduate,Medium,6.8,3.4,Low,Poor,5,Pass,Excellent
4183,Female,16,10,63,4.8,2.35,86,46,62,68,Low,No,Yes,Postgraduate,Medium,5.0,4.7,Low,Excellent,15,Pass,Average
4184,Male,16,11,68,5.5,2.95,99,60,81,81,Medium,No,Yes,Graduate,Medium,6.7,4.4,Low,Poor,13,Pass,Good
4185,Male,19,11,75,5.0,3.52,100,70,86,89,Medium,Yes,No,Graduate,Medium,5.0,7.2,High,Excellent,12,Pass,Excellent
4186,Female,21,9,83,6.2,2.11,100,78,97,92,High,Yes,No,High School,Low,5.2,2.0,Medium,Good,10,Pass,Excellent
4187,Male,18,9,89,6.4,2.03,84,83,76,89,Medium,No,No,Graduate,Medium,7.0,6.7,Medium,Average,8,Pass,Excellent
4188,Female,20,9,57,7.9,3.6,100,78,89,92,Medium,No,No,Graduate,Medium,6.3,3.6,High,Poor,16,Pass,Excellent
4189,Male,20,College-2,70,6.6,3.17,100,69,79,87,High,Yes,No,Postgraduate,Medium,7.3,5.4,Low,Average,13,Pass,Excellent
4190,Male,19,11,57,2.1,3.56,96,42,61,69,Low,Yes,Yes,High School,Low,8.0,7.9,High,Poor,16,Pass,Average
4191,Male,19,10,98,3.0,3.5,100,72,84,85,Low,No,Yes,Postgraduate,High,7.4,1.2,Medium,Excellent,6,Pass,Excellent
